COUNTRY,Country,ECO_SECTOR,Economic,GENDER,Gender,OCCUP_RATE,Occupation,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
IRL,Ireland,EPRO,Processing,TOT,Total by Gender,FU,Full time,2010,2010,NBR,Number,0,Units,,,2205,,
IRL,Ireland,EPRO,Processing,TOT,Total by Gender,FU,Full time,2011,2011,NBR,Number,0,Units,,,2175,,
IRL,Ireland,EPRO,Processing,TOT,Total by Gender,FU,Full time,2012,2012,NBR,Number,0,Units,,,2172,,
IRL,Ireland,EPRO,Processing,TOT,Total by Gender,FU,Full time,2013,2013,NBR,Number,0,Units,,,2233,,
IRL,Ireland,EPRO,Processing,TOT,Total by Gender,FU,Full time,2014,2014,NBR,Number,0,Units,,,2215,,
IRL,Ireland,EPRO,Processing,TOT,Total by Gender,FU,Full time,2015,2015,NBR,Number,0,Units,,,2441,,
IRL,Ireland,EPRO,Processing,TOT,Total by Gender,FU,Full time,2016,2016,NBR,Number,0,Units,,,2412,,
IRL,Ireland,EPRO,Processing,TOT,Total by Gender,FU,Full time,2017,2017,NBR,Number,0,Units,,,2478,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2005,2005,NBR,Number,0,Units,,,32174,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2006,2006,NBR,Number,0,Units,,,30351,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2007,2007,NBR,Number,0,Units,,,30214,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2008,2008,NBR,Number,0,Units,,,29604,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2009,2009,NBR,Number,0,Units,,,29222,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2010,2010,NBR,Number,0,Units,,,29222,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2011,2011,NBR,Number,0,Units,,,28964,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2012,2012,NBR,Number,0,Units,,,28292,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2013,2013,NBR,Number,0,Units,,,26758,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2014,2014,NBR,Number,0,Units,,,26932,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2015,2015,NBR,Number,0,Units,,,25812,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2016,2016,NBR,Number,0,Units,,,25933,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2017,2017,NBR,Number,0,Units,,,26146,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,FU,Full time,2005,2005,NBR,Number,0,Units,,,32174,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,FU,Full time,2006,2006,NBR,Number,0,Units,,,30351,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,FU,Full time,2007,2007,NBR,Number,0,Units,,,30214,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,FU,Full time,2008,2008,NBR,Number,0,Units,,,29604,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,FU,Full time,2009,2009,NBR,Number,0,Units,,,29222,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,FU,Full time,2010,2010,NBR,Number,0,Units,,,29222,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,FU,Full time,2011,2011,NBR,Number,0,Units,,,28964,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,FU,Full time,2012,2012,NBR,Number,0,Units,,,28292,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,FU,Full time,2013,2013,NBR,Number,0,Units,,,26758,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,FU,Full time,2014,2014,NBR,Number,0,Units,,,26932,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,FU,Full time,2015,2015,NBR,Number,0,Units,,,25812,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,FU,Full time,2016,2016,NBR,Number,0,Units,,,25933,,
ITA,Italy,EFIS,Fishing Sector,TOT,Total by Gender,FU,Full time,2017,2017,NBR,Number,0,Units,,,26146,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,TT,Total by Occupation rate,2005,2005,NBR,Number,0,Units,,,32174,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,TT,Total by Occupation rate,2006,2006,NBR,Number,0,Units,,,30351,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,TT,Total by Occupation rate,2007,2007,NBR,Number,0,Units,,,30214,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,TT,Total by Occupation rate,2008,2008,NBR,Number,0,Units,,,29604,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,TT,Total by Occupation rate,2009,2009,NBR,Number,0,Units,,,29222,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,TT,Total by Occupation rate,2010,2010,NBR,Number,0,Units,,,29222,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,TT,Total by Occupation rate,2011,2011,NBR,Number,0,Units,,,28964,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,TT,Total by Occupation rate,2012,2012,NBR,Number,0,Units,,,28292,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,TT,Total by Occupation rate,2013,2013,NBR,Number,0,Units,,,26758,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,TT,Total by Occupation rate,2014,2014,NBR,Number,0,Units,,,26932,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,TT,Total by Occupation rate,2015,2015,NBR,Number,0,Units,,,25812,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,FU,Full time,2005,2005,NBR,Number,0,Units,,,32174,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,FU,Full time,2006,2006,NBR,Number,0,Units,,,30351,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,FU,Full time,2007,2007,NBR,Number,0,Units,,,30214,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,FU,Full time,2008,2008,NBR,Number,0,Units,,,29604,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,FU,Full time,2009,2009,NBR,Number,0,Units,,,29222,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,FU,Full time,2010,2010,NBR,Number,0,Units,,,29222,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,FU,Full time,2011,2011,NBR,Number,0,Units,,,28964,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,FU,Full time,2012,2012,NBR,Number,0,Units,,,28292,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,FU,Full time,2013,2013,NBR,Number,0,Units,,,26758,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,FU,Full time,2014,2014,NBR,Number,0,Units,,,26932,,
ITA,Italy,EFIS,Fishing Sector,MAL,Male,FU,Full time,2015,2015,NBR,Number,0,Units,,,25812,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2005,2005,NBR,Number,0,Units,,,23045,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2006,2006,NBR,Number,0,Units,,,21857,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2007,2007,NBR,Number,0,Units,,,22341,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2008,2008,NBR,Number,0,Units,,,21967,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2009,2009,NBR,Number,0,Units,,,21700,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2010,2010,NBR,Number,0,Units,,,21667,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2011,2011,NBR,Number,0,Units,,,21833,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2012,2012,NBR,Number,0,Units,,,21717,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2013,2013,NBR,Number,0,Units,,,20547,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2014,2014,NBR,Number,0,Units,,,20516,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2015,2015,NBR,Number,0,Units,,,19725,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2016,2016,NBR,Number,0,Units,,,22617,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2017,2017,NBR,Number,0,Units,,,22786,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,FU,Full time,2005,2005,NBR,Number,0,Units,,,23045,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,FU,Full time,2006,2006,NBR,Number,0,Units,,,21857,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,FU,Full time,2007,2007,NBR,Number,0,Units,,,22341,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,FU,Full time,2008,2008,NBR,Number,0,Units,,,21967,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,FU,Full time,2009,2009,NBR,Number,0,Units,,,21700,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,FU,Full time,2010,2010,NBR,Number,0,Units,,,21667,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,FU,Full time,2011,2011,NBR,Number,0,Units,,,21833,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,FU,Full time,2012,2012,NBR,Number,0,Units,,,21717,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,FU,Full time,2013,2013,NBR,Number,0,Units,,,20547,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,FU,Full time,2014,2014,NBR,Number,0,Units,,,20516,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,FU,Full time,2015,2015,NBR,Number,0,Units,,,19725,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,FU,Full time,2016,2016,NBR,Number,0,Units,,,22617,,
ITA,Italy,EMCF,Marine Coastal Fishing,TOT,Total by Gender,FU,Full time,2017,2017,NBR,Number,0,Units,,,22786,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,TT,Total by Occupation rate,2005,2005,NBR,Number,0,Units,,,23045,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,TT,Total by Occupation rate,2006,2006,NBR,Number,0,Units,,,21857,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,TT,Total by Occupation rate,2007,2007,NBR,Number,0,Units,,,22341,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,TT,Total by Occupation rate,2008,2008,NBR,Number,0,Units,,,21967,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,TT,Total by Occupation rate,2009,2009,NBR,Number,0,Units,,,21700,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,TT,Total by Occupation rate,2010,2010,NBR,Number,0,Units,,,21667,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,TT,Total by Occupation rate,2011,2011,NBR,Number,0,Units,,,21833,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,TT,Total by Occupation rate,2012,2012,NBR,Number,0,Units,,,21717,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,TT,Total by Occupation rate,2013,2013,NBR,Number,0,Units,,,20547,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,TT,Total by Occupation rate,2014,2014,NBR,Number,0,Units,,,20516,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,TT,Total by Occupation rate,2015,2015,NBR,Number,0,Units,,,19725,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,FU,Full time,2005,2005,NBR,Number,0,Units,,,23045,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,FU,Full time,2006,2006,NBR,Number,0,Units,,,21857,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,FU,Full time,2007,2007,NBR,Number,0,Units,,,22341,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,FU,Full time,2008,2008,NBR,Number,0,Units,,,21967,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,FU,Full time,2009,2009,NBR,Number,0,Units,,,21700,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,FU,Full time,2010,2010,NBR,Number,0,Units,,,21667,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,FU,Full time,2011,2011,NBR,Number,0,Units,,,21833,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,FU,Full time,2012,2012,NBR,Number,0,Units,,,21717,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,FU,Full time,2013,2013,NBR,Number,0,Units,,,20547,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,FU,Full time,2014,2014,NBR,Number,0,Units,,,20516,,
ITA,Italy,EMCF,Marine Coastal Fishing,MAL,Male,FU,Full time,2015,2015,NBR,Number,0,Units,,,19725,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2005,2005,NBR,Number,0,Units,,,5276,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2006,2006,NBR,Number,0,Units,,,5046,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2007,2007,NBR,Number,0,Units,,,4416,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2008,2008,NBR,Number,0,Units,,,4531,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2009,2009,NBR,Number,0,Units,,,4389,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2010,2010,NBR,Number,0,Units,,,4372,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2011,2011,NBR,Number,0,Units,,,4090,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2012,2012,NBR,Number,0,Units,,,3705,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2013,2013,NBR,Number,0,Units,,,3415,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2014,2014,NBR,Number,0,Units,,,3546,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2015,2015,NBR,Number,0,Units,,,3286,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2016,2016,NBR,Number,0,Units,,,3316,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2017,2017,NBR,Number,0,Units,,,3360,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,FU,Full time,2005,2005,NBR,Number,0,Units,,,5276,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,FU,Full time,2006,2006,NBR,Number,0,Units,,,5046,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,FU,Full time,2007,2007,NBR,Number,0,Units,,,4416,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,FU,Full time,2008,2008,NBR,Number,0,Units,,,4531,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,FU,Full time,2009,2009,NBR,Number,0,Units,,,4389,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,FU,Full time,2010,2010,NBR,Number,0,Units,,,4372,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,FU,Full time,2011,2011,NBR,Number,0,Units,,,4090,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,FU,Full time,2012,2012,NBR,Number,0,Units,,,3705,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,FU,Full time,2013,2013,NBR,Number,0,Units,,,3415,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,FU,Full time,2014,2014,NBR,Number,0,Units,,,3546,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,FU,Full time,2015,2015,NBR,Number,0,Units,,,3286,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,FU,Full time,2016,2016,NBR,Number,0,Units,,,3316,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,FU,Full time,2017,2017,NBR,Number,0,Units,,,3360,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,TT,Total by Occupation rate,2005,2005,NBR,Number,0,Units,,,5276,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,TT,Total by Occupation rate,2006,2006,NBR,Number,0,Units,,,5046,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,TT,Total by Occupation rate,2007,2007,NBR,Number,0,Units,,,4416,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,TT,Total by Occupation rate,2008,2008,NBR,Number,0,Units,,,4531,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,TT,Total by Occupation rate,2009,2009,NBR,Number,0,Units,,,4389,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,TT,Total by Occupation rate,2010,2010,NBR,Number,0,Units,,,4372,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,TT,Total by Occupation rate,2011,2011,NBR,Number,0,Units,,,4090,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,TT,Total by Occupation rate,2012,2012,NBR,Number,0,Units,,,3705,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,TT,Total by Occupation rate,2013,2013,NBR,Number,0,Units,,,3415,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,TT,Total by Occupation rate,2014,2014,NBR,Number,0,Units,,,3546,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,TT,Total by Occupation rate,2015,2015,NBR,Number,0,Units,,,3286,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,FU,Full time,2005,2005,NBR,Number,0,Units,,,5276,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,FU,Full time,2006,2006,NBR,Number,0,Units,,,5046,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,FU,Full time,2007,2007,NBR,Number,0,Units,,,4416,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,FU,Full time,2008,2008,NBR,Number,0,Units,,,4531,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,FU,Full time,2009,2009,NBR,Number,0,Units,,,4389,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,FU,Full time,2010,2010,NBR,Number,0,Units,,,4372,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,FU,Full time,2011,2011,NBR,Number,0,Units,,,4090,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,FU,Full time,2012,2012,NBR,Number,0,Units,,,3705,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,FU,Full time,2013,2013,NBR,Number,0,Units,,,3415,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,FU,Full time,2014,2014,NBR,Number,0,Units,,,3546,,
ITA,Italy,EMDF,Marine Deep-Sea Fishing,MAL,Male,FU,Full time,2015,2015,NBR,Number,0,Units,,,3286,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2005,2005,NBR,Number,0,Units,,,3853,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2006,2006,NBR,Number,0,Units,,,3448,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2007,2007,NBR,Number,0,Units,,,3457,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2008,2008,NBR,Number,0,Units,,,3105,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2009,2009,NBR,Number,0,Units,,,3133,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2010,2010,NBR,Number,0,Units,,,3184,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2011,2011,NBR,Number,0,Units,,,3041,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2012,2012,NBR,Number,0,Units,,,2870,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2013,2013,NBR,Number,0,Units,,,2796,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2014,2014,NBR,Number,0,Units,,,2870,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2015,2015,NBR,Number,0,Units,,,2801,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,FU,Full time,2005,2005,NBR,Number,0,Units,,,3853,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,FU,Full time,2006,2006,NBR,Number,0,Units,,,3448,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,FU,Full time,2007,2007,NBR,Number,0,Units,,,3457,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,FU,Full time,2008,2008,NBR,Number,0,Units,,,3105,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,FU,Full time,2009,2009,NBR,Number,0,Units,,,3133,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,FU,Full time,2010,2010,NBR,Number,0,Units,,,3184,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,FU,Full time,2011,2011,NBR,Number,0,Units,,,3041,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,FU,Full time,2012,2012,NBR,Number,0,Units,,,2870,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,FU,Full time,2013,2013,NBR,Number,0,Units,,,2796,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,FU,Full time,2014,2014,NBR,Number,0,Units,,,2870,,
ITA,Italy,EUNF,Unspecified Fishing,TOT,Total by Gender,FU,Full time,2015,2015,NBR,Number,0,Units,,,2801,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,TT,Total by Occupation rate,2005,2005,NBR,Number,0,Units,,,3853,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,TT,Total by Occupation rate,2006,2006,NBR,Number,0,Units,,,3448,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,TT,Total by Occupation rate,2007,2007,NBR,Number,0,Units,,,3457,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,TT,Total by Occupation rate,2008,2008,NBR,Number,0,Units,,,3105,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,TT,Total by Occupation rate,2009,2009,NBR,Number,0,Units,,,3133,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,TT,Total by Occupation rate,2010,2010,NBR,Number,0,Units,,,3184,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,TT,Total by Occupation rate,2011,2011,NBR,Number,0,Units,,,3041,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,TT,Total by Occupation rate,2012,2012,NBR,Number,0,Units,,,2870,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,TT,Total by Occupation rate,2013,2013,NBR,Number,0,Units,,,2796,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,TT,Total by Occupation rate,2014,2014,NBR,Number,0,Units,,,2870,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,TT,Total by Occupation rate,2015,2015,NBR,Number,0,Units,,,2801,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,FU,Full time,2005,2005,NBR,Number,0,Units,,,3853,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,FU,Full time,2006,2006,NBR,Number,0,Units,,,3448,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,FU,Full time,2007,2007,NBR,Number,0,Units,,,3457,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,FU,Full time,2008,2008,NBR,Number,0,Units,,,3105,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,FU,Full time,2009,2009,NBR,Number,0,Units,,,3133,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,FU,Full time,2010,2010,NBR,Number,0,Units,,,3184,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,FU,Full time,2011,2011,NBR,Number,0,Units,,,3041,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,FU,Full time,2012,2012,NBR,Number,0,Units,,,2870,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,FU,Full time,2013,2013,NBR,Number,0,Units,,,2796,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,FU,Full time,2014,2014,NBR,Number,0,Units,,,2870,,
ITA,Italy,EUNF,Unspecified Fishing,MAL,Male,FU,Full time,2015,2015,NBR,Number,0,Units,,,2801,,
ITA,Italy,EAQU,Aquaculture,TOT,Total by Gender,TT,Total by Occupation rate,2008,2008,NBR,Number,0,Units,,,4357,,
ITA,Italy,EAQU,Aquaculture,TOT,Total by Gender,TT,Total by Occupation rate,2009,2009,NBR,Number,0,Units,,,5884,,
ITA,Italy,EAQU,Aquaculture,TOT,Total by Gender,TT,Total by Occupation rate,2010,2010,NBR,Number,0,Units,,,5836,,
ITA,Italy,EAQU,Aquaculture,TOT,Total by Gender,TT,Total by Occupation rate,2011,2011,NBR,Number,0,Units,,,5076,,
ITA,Italy,EAQU,Aquaculture,TOT,Total by Gender,TT,Total by Occupation rate,2012,2012,NBR,Number,0,Units,,,5159,,
ITA,Italy,EAQU,Aquaculture,TOT,Total by Gender,TT,Total by Occupation rate,2013,2013,NBR,Number,0,Units,,,5064,,
ITA,Italy,EAQU,Aquaculture,TOT,Total by Gender,TT,Total by Occupation rate,2014,2014,NBR,Number,0,Units,,,5112,,
